"","term","sat","tothrs","cumgpa","major","season","frstsem","crsgpa","crspop","verbmath","trmgpa","hssize","race","hsrank","sport","id","spring","female","black","white","ctrmgpa","ctothrs","ccrsgpa","ccrspop","cseason","hsperc"
"279",8808,1290,28,2,505,1,0,2.55069994926453,1478,0.816900014877319,3.20000004768372,82,6,45,"track",6700,0,0,0,1,NA,NA,NA,NA,NA,54.8780479431152
"280",8901,1290,43,2.41000008583069,505,1,0,2.66339993476868,1058.5,0.816900014877319,3.5,82,6,45,"track",6700,1,0,0,1,0.299999952316284,15,0.11269998550415,-419.5,0,54.8780479431152
"281",8808,1170,0,0,601,1,1,2.67190003395081,1270.19995117188,0.828130006790161,3.41000008583069,64,6,4,"swim",6714,0,1,0,1,NA,NA,NA,NA,NA,6.25
"282",8901,1170,17,3.41000008583069,601,1,0,2.69370007514954,956.330017089844,0.828130006790161,3.25,64,6,4,"swim",6714,1,1,0,1,-0.160000085830688,17,0.0218000411987305,-313.869934082031,0,6.25
"283",8808,1100,27,3.1800000667572,531,0,0,2.61579990386963,956,0.774190008640289,3,53,6,10,"baseball",6869,0,0,0,1,NA,NA,NA,NA,NA,18.8679237365723
"284",8901,1100,42,3.10999989509583,531,1,0,2.58200001716614,1033.5,0.774190008640289,2.75,53,6,10,"baseball",6869,1,0,0,1,-0.25,15,-0.0337998867034912,77.5,1,18.8679237365723
"285",8808,1430,66,3.52999997138977,455,1,0,2.63269996643066,125.169998168945,0.833329975605011,3.67000007629395,285,6,14,"swim",6877,0,0,0,1,NA,NA,NA,NA,NA,4.91228055953979
"286",8901,1430,78,3.54999995231628,455,1,0,2.86290001869202,137.830001831055,0.833329975605011,3.76999998092651,285,6,14,"swim",6877,1,0,0,1,0.0999999046325684,12,0.230200052261353,12.6600036621094,0,4.91228055953979
"287",8808,760,25,2.24000000953674,531,0,0,2.65529990196228,1444.19995117188,1.17142999172211,2.40000009536743,272,6,163,"baseball",6901,0,0,0,1,NA,NA,NA,NA,NA,59.9264717102051
"288",8901,760,40,2.29999995231628,531,1,0,2.8568000793457,917.799987792969,1.17142999172211,2.07999992370605,272,6,163,"baseball",6901,1,0,0,1,-0.320000171661377,15,0.201500177383423,-526.399963378906,1,59.9264717102051
"289",8808,820,96,2.30999994277954,240,1,0,3.43659996986389,66.3300018310547,0.78260999917984,2.28999996185303,5,6,2,"swim",6926,0,1,0,1,NA,NA,NA,NA,NA,40
"290",8901,820,103,2.30999994277954,240,1,0,3.28559994697571,11.75,0.78260999917984,3,5,6,2,"swim",6926,1,1,0,1,0.710000038146973,7,-0.151000022888184,-54.5800018310547,0,40
"291",8808,620,59,1.92999994754791,960,1,0,3.06110000610352,320.670013427734,1,2.25,200,2,152,"bball",6935,0,0,1,0,NA,NA,NA,NA,NA,76
"292",8901,620,70,1.97000002861023,960,1,0,2.75500011444092,757,1,2.15000009536743,200,2,152,"bball",6935,1,0,1,0,-0.0999999046325684,11,-0.306099891662598,436.329986572266,0,76
"293",8808,1080,61,2.28999996185303,210,0,0,2.68659996986389,275.829986572266,0.661539971828461,2.82999992370605,10,6,3,"baseball",6946,0,0,0,1,NA,NA,NA,NA,NA,30
"294",8901,1080,79,2.41000008583069,210,1,0,2.82629990577698,259,0.661539971828461,2.79999995231628,10,6,3,"baseball",6946,1,0,0,1,-0.0299999713897705,18,0.139699935913086,-16.8299865722656,1,30
"295",8808,850,24,2.03999996185303,531,1,0,2.50200009346008,1185,0.84782999753952,1.25,358,6,135,"football",7255,0,0,0,1,NA,NA,NA,NA,NA,37.7094955444336
"296",8901,850,36,1.76999998092651,531,0,0,2.75340008735657,564,0.84782999753952,3,358,6,135,"football",7255,1,0,0,1,1.75,12,0.251399993896484,-621,-1,37.7094955444336
"297",8808,1060,41,1.79999995231628,960,1,0,2.94729995727539,959.599975585938,0.796609997749329,1.66999995708466,299,6,149,"football",7285,0,0,0,1,NA,NA,NA,NA,NA,49.8327751159668
"298",8901,1060,53,1.76999998092651,960,0,0,2.78690004348755,602.599975585938,0.796609997749329,2.15000009536743,299,6,149,"football",7285,1,0,0,1,0.480000138282776,12,-0.160399913787842,-357,-1,49.8327751159668
"299",8808,1030,88,2.75999999046326,308,1,0,2.9556999206543,128,0.907410025596619,2.75,5,6,2,"swim",7467,0,1,0,1,NA,NA,NA,NA,NA,40
"300",8901,1030,100,2.75999999046326,308,1,0,3.16400003433228,135.199996948242,0.907410025596619,3.20000004768372,5,6,2,"swim",7467,1,1,0,1,0.450000047683716,12,0.208300113677979,7.19999694824219,0,40
"301",8808,1070,31,1.83000004291534,665,1,0,2.81590008735657,766,0.813560009002686,3,485,6,74,"swim",7476,0,1,0,1,NA,NA,NA,NA,NA,15.2577323913574
"302",8901,1070,48,2.25,665,1,0,2.88759994506836,487.200012207031,0.813560009002686,2.94000005722046,485,6,74,"swim",7476,1,1,0,1,-0.059999942779541,17,0.071699857711792,-278.799987792969,0,15.2577323913574
"303",8808,940,27,2.32999992370605,601,0,0,2.7859001159668,1354.40002441406,0.649119973182678,2.55999994277954,485,6,203,"baseball",7491,0,0,0,1,NA,NA,NA,NA,NA,41.8556709289551
"304",8901,940,43,2.41000008583069,601,1,0,2.7033998966217,1130,0.649119973182678,2.23000001907349,485,6,203,"baseball",7491,1,0,0,1,-0.329999923706055,16,-0.0825002193450928,-224.400024414062,1,41.8556709289551
"305",8808,1130,94,2.72000002861023,517,1,0,2.56469988822937,331.799987792969,0.793649971485138,2.40000009536743,179,6,104,"swim",7944,0,0,0,1,NA,NA,NA,NA,NA,58.1005592346191
"306",8901,1130,109,2.67000007629395,517,1,0,3.01769995689392,233.669998168945,0.793649971485138,3.28999996185303,179,6,104,"swim",7944,1,0,0,1,0.889999866485596,15,0.453000068664551,-98.1299896240234,0,58.1005592346191
"307",8808,910,0,0,665,0,1,2.59209990501404,1173.82995605469,0.857140004634857,2.74000000953674,10,6,3,"golf",8111,0,0,0,1,NA,NA,NA,NA,NA,30
"308",8901,910,17,2.8199999332428,665,1,0,2.61059999465942,1295.67004394531,0.857140004634857,3.05999994277954,10,6,3,"golf",8111,1,0,0,1,0.319999933242798,17,0.0185000896453857,121.840087890625,1,30
"309",8808,990,104,3.25,310,1,0,3.47639989852905,178,0.677969992160797,3.75,321,6,27,"vball",8160,0,1,0,1,NA,NA,NA,NA,NA,8.41121482849121
"310",8901,990,116,3.29999995231628,310,0,0,3.64890003204346,89.5,0.677969992160797,4,321,6,27,"vball",8160,1,1,0,1,0.25,12,0.172500133514404,-88.5,-1,8.41121482849121
"311",8808,950,82,2.6800000667572,511,0,0,2.9261999130249,646.400024414062,0.79245001077652,3,457,6,45,"golf",8197,0,0,0,1,NA,NA,NA,NA,NA,9.84682750701904
"312",8901,950,97,2.73000001907349,511,1,0,2.95799994468689,542,0.79245001077652,2.59999990463257,457,6,45,"golf",8197,1,0,0,1,-0.400000095367432,15,0.0318000316619873,-104.400024414062,1,9.84682750701904
"313",8808,1100,0,0,601,0,1,2.39499998092651,1358.59997558594,1,4,223,6,16,"tennis",8221,0,1,0,1,NA,NA,NA,NA,NA,7.17488765716553
"314",8901,1100,15,4,601,1,0,2.6085000038147,1368.82995605469,1,3.25,223,6,16,"tennis",8221,1,1,0,1,-0.75,15,0.213500022888184,10.22998046875,1,7.17488765716553
"315",8808,800,26,2.46000003814697,347,1,0,2.92700004577637,791.169982910156,0.904760003089905,2.30999994277954,325,6,67,"track",8294,0,1,0,1,NA,NA,NA,NA,NA,20.615385055542
"316",8901,800,41,2.41000008583069,347,1,0,2.94129991531372,714.799987792969,0.904760003089905,2.76999998092651,325,6,67,"track",8294,1,1,0,1,0.460000038146973,15,0.0142998695373535,-76.3699951171875,0,20.615385055542
"317",8808,920,26,3.29999995231628,538,1,0,2.77699995040894,615,0.957449972629547,3.25,407,6,173,"football",8324,0,0,0,1,NA,NA,NA,NA,NA,42.5061416625977
"318",8901,920,38,3.27999997138977,538,0,0,2.59069991111755,1099.67004394531,0.957449972629547,3.32999992370605,407,6,173,"football",8324,1,0,0,1,0.0799999237060547,12,-0.186300039291382,484.670043945312,-1,42.5061416625977
"319",8808,1210,0,0,555,1,1,2.56870007514954,1212.67004394531,0.833329975605011,4,546,6,12,"soccer",8386,0,0,0,1,NA,NA,NA,NA,NA,2.19780230522156
"320",8901,1210,16,4,517,0,0,2.63949990272522,1063.17004394531,0.833329975605011,4,546,6,12,"soccer",8386,1,0,0,1,0,16,0.0707998275756836,-149.5,-1,2.19780230522156
"321",8808,1350,62,3.34999990463257,660,1,0,2.53740000724792,151.399993896484,0.901409983634949,3.59999990463257,5,6,4,"swim",8413,0,1,0,1,NA,NA,NA,NA,NA,80
"322",8901,1350,77,3.40000009536743,660,1,0,3.11759996414185,552.200012207031,0.901409983634949,4,5,6,4,"swim",8413,1,1,0,1,0.400000095367432,15,0.580199956893921,400.800018310547,0,80
"323",8808,750,0,0,601,1,1,2.39619994163513,1000.25,1.34375,0,194,6,182,"soccer",8415,0,0,0,1,NA,NA,NA,NA,NA,93.8144302368164
"324",8901,750,13,0,601,0,0,3.15319991111755,716,1.34375,1.28999996185303,194,6,182,"soccer",8415,1,0,0,1,1.28999996185303,13,0.756999969482422,-284.25,-1,93.8144302368164
"325",8808,820,54,2.74000000953674,531,1,0,2.64540004730225,750.400024414062,0.822220027446747,2.59999990463257,210,6,17,"soccer",8435,0,0,0,1,NA,NA,NA,NA,NA,8.09523773193359
"326",8901,820,69,2.71000003814697,531,0,0,2.90899991989136,574.669982910156,0.822220027446747,2.94000005722046,210,6,17,"soccer",8435,1,0,0,1,0.340000152587891,15,0.263599872589111,-175.730041503906,-1,8.09523773193359
"327",8808,820,54,2.04999995231628,538,1,0,2.57590007781982,679.25,0.822220027446747,2.5,214,6,55,"soccer",8441,0,0,0,1,NA,NA,NA,NA,NA,25.7009353637695
"328",8901,820,66,2.13000011444092,538,0,0,2.92569994926453,606.799987792969,0.822220027446747,2.28999996185303,214,6,55,"soccer",8441,1,0,0,1,-0.210000038146973,12,0.349799871444702,-72.4500122070312,-1,25.7009353637695
"329",8808,1010,82,1.85000002384186,455,1,0,2.65420007705688,221.600006103516,0.655740022659302,0.910000026226044,408,6,140,"swim",8557,0,0,0,1,NA,NA,NA,NA,NA,34.3137245178223
"330",8901,1010,93,1.74000000953674,455,1,0,2.95040011405945,486.200012207031,0.655740022659302,2.61999988555908,408,6,140,"swim",8557,1,0,0,1,1.70999979972839,11,0.296200037002563,264.600006103516,0,34.3137245178223
"331",8808,1040,0,0,538,1,1,2.59380006790161,1592.82995605469,0.793099999427795,2.5,193,6,37,"track",8656,0,1,0,1,NA,NA,NA,NA,NA,19.1709842681885
"332",8901,1040,16,2.4300000667572,538,1,0,2.65560007095337,1330.17004394531,0.793099999427795,2.63000011444092,193,6,37,"track",8656,1,1,0,1,0.130000114440918,16,0.0618000030517578,-262.659912109375,0,19.1709842681885
"333",8808,1150,0,0,811,1,1,2.26300001144409,1236.75,0.796880006790161,1.75999999046326,283,6,13,"swim",8754,0,1,0,1,NA,NA,NA,NA,NA,4.5936393737793
"334",8901,1150,17,1.75999999046326,811,1,0,2.39039993286133,523.330017089844,0.796880006790161,2.30999994277954,283,6,13,"swim",8754,1,1,0,1,0.549999952316284,17,0.127399921417236,-713.419982910156,0,4.5936393737793
"335",8808,1000,29,2.44000005722046,601,0,0,2.53010010719299,862,0.754390001296997,2.40000009536743,159,6,67,"tennis",8760,0,1,0,1,NA,NA,NA,NA,NA,42.1383628845215
"336",8901,1000,44,2.4300000667572,675,1,0,2.97469997406006,254,0.754390001296997,3.46000003814697,159,6,67,"tennis",8760,1,1,0,1,1.05999994277954,15,0.444599866867065,-608,1,42.1383628845215
"337",8808,880,58,2.30999994277954,317,1,0,2.6438000202179,588.25,1.20000004768372,0.5,230,2,82,"football",8834,0,0,1,0,NA,NA,NA,NA,NA,35.652172088623
"338",8901,880,70,2,317,0,0,2.94370007514954,718.5,1.20000004768372,1.75,230,2,82,"football",8834,1,0,1,0,1.25,12,0.299900054931641,130.25,-1,35.652172088623
"339",8808,640,40,1.64999997615814,317,1,0,2.93880009651184,650.25,1.06452000141144,2,219,2,63,"football",8842,0,0,1,0,NA,NA,NA,NA,NA,28.7671241760254
"340",8901,640,52,1.73000001907349,317,0,0,3.03760004043579,667.5,1.06452000141144,1.5,219,2,63,"football",8842,1,0,1,0,-0.5,12,0.0987999439239502,17.25,-1,28.7671241760254
"341",8808,800,39,2.04999995231628,531,1,0,2.57209992408752,727.799987792969,0.860469996929169,2.59999990463257,831,2,220,"football",8997,0,0,1,0,NA,NA,NA,NA,NA,26.4741268157959
"342",8901,800,54,2.20000004768372,531,0,0,2.92379999160767,830.75,0.860469996929169,2.25,831,2,220,"football",8997,1,0,1,0,-0.349999904632568,15,0.351700067520142,102.950012207031,-1,26.4741268157959
"343",8808,1190,0,0,660,1,1,2.7056999206543,1042.80004882812,0.830770015716553,2.15000009536743,323,6,117,"football",9008,0,0,0,1,NA,NA,NA,NA,NA,36.2229118347168
"344",8901,1190,13,2.15000009536743,660,0,0,2.78520011901855,845.330017089844,0.830770015716553,2.75999999046326,323,6,117,"football",9008,1,0,0,1,0.609999895095825,13,0.0795001983642578,-197.470031738281,-1,36.2229118347168
"345",8808,470,54,2.20000004768372,317,1,0,2.69580006599426,514.25,0.74074000120163,1,231,2,92,"football",9058,0,0,1,0,NA,NA,NA,NA,NA,39.8268394470215
"346",8901,470,69,1.88999998569489,317,0,0,2.82590007781982,746.400024414062,0.74074000120163,1.20000004768372,231,2,92,"football",9058,1,0,1,0,0.200000047683716,15,0.130100011825562,232.150024414062,-1,39.8268394470215
"347",8808,1010,57,1.96000003814697,538,1,0,2.68510007858276,568.75,0.803569972515106,2,100,6,46,"swim",9386,0,0,0,1,NA,NA,NA,NA,NA,46
"348",8901,1010,69,1.97000002861023,538,1,0,3.05940008163452,415.329986572266,0.803569972515106,2.59999990463257,100,6,46,"swim",9386,1,0,0,1,0.599999904632568,12,0.374300003051758,-153.420013427734,0,46
"349",8808,1150,0,0,505,1,1,2.46869993209839,930.570007324219,0.885249972343445,0.759999990463257,513,6,277,"football",9427,0,0,0,1,NA,NA,NA,NA,NA,53.9961013793945
"350",8901,1150,17,0.759999990463257,505,0,0,2.78290009498596,1403.59997558594,0.885249972343445,0.850000023841858,513,6,277,"football",9427,1,0,0,1,0.0900000333786011,17,0.314200162887573,473.029968261719,-1,53.9961013793945
"351",8808,740,92,2.10999989509583,531,1,0,3.04410004615784,464.600006103516,0.644439995288849,2.40000009536743,253,6,49,"track",9553,0,0,0,1,NA,NA,NA,NA,NA,19.3675880432129
"352",8901,740,107,2.15000009536743,531,1,0,3.06459999084473,151.199996948242,0.644439995288849,2.23000001907349,253,6,49,"track",9553,1,0,0,1,-0.170000076293945,15,0.0204999446868896,-313.400024414062,0,19.3675880432129
"353",8808,1100,30,2.9300000667572,531,1,0,2.5048999786377,1425.25,0.74602997303009,2,240,6,129,"track",9589,0,0,0,1,NA,NA,NA,NA,NA,53.75
"354",8901,1100,42,2.66000008583069,531,1,0,2.86540007591248,773.5,0.74602997303009,2.13000011444092,240,6,129,"track",9589,1,0,0,1,0.130000114440918,12,0.36050009727478,-651.75,0,53.75
"355",8808,1110,106,2.92000007629395,310,1,0,3.31579995155334,202,1.05555999279022,2.82999992370605,448,6,105,"swim",9605,0,1,0,1,NA,NA,NA,NA,NA,23.4375
"356",8901,1110,124,2.91000008583069,310,1,0,3.64890003204346,89.5,1.05555999279022,3.79999995231628,448,6,105,"swim",9605,1,1,0,1,0.970000028610229,18,0.333100080490112,-112.5,0,23.4375
"357",8808,1020,69,2.63000011444092,216,1,0,2.78049993515015,610.599975585938,1.31817996501923,2.20000004768372,519,2,68,"football",9656,0,0,1,0,NA,NA,NA,NA,NA,13.1021194458008
"358",8901,1020,84,2.54999995231628,216,0,0,3.36579990386963,447,1.31817996501923,3.21000003814697,519,2,68,"football",9656,1,0,1,0,1.00999999046326,15,0.585299968719482,-163.599975585938,-1,13.1021194458008
"359",8808,1050,0,0,402,1,1,2.57069993019104,926.5,0.75,2,310,6,110,"football",9711,0,0,0,1,NA,NA,NA,NA,NA,35.4838714599609
"360",8901,1050,14,2,402,0,0,2.58349990844727,1006,0.75,2.17000007629395,310,6,110,"football",9711,1,0,0,1,0.170000076293945,14,0.0127999782562256,79.5,-1,35.4838714599609
"361",8808,650,32,2.25,960,1,0,2.7153000831604,705,0.857140004634857,2,249,6,97,"track",10134,0,1,0,1,NA,NA,NA,NA,NA,38.9558219909668
"362",8901,650,47,2.17000007629395,960,1,0,2.91449999809265,1015,0.857140004634857,2.40000009536743,249,6,97,"track",10134,1,1,0,1,0.400000095367432,15,0.199199914932251,310,0,38.9558219909668
"363",8808,880,57,2.51999998092651,960,1,0,2.93039989471436,530.200012207031,0.629630029201508,3.59999990463257,600,6,500,"swim",10612,0,0,0,1,NA,NA,NA,NA,NA,83.3333358764648
"364",8901,880,72,2.75,960,1,0,3.15930008888245,168.600006103516,0.629630029201508,2.79999995231628,600,6,500,"swim",10612,1,0,0,1,-0.799999952316284,15,0.228900194168091,-361.600006103516,0,83.3333358764648
"365",8808,1070,55,2.25,420,0,0,3.00859999656677,232.5,0.813560009002686,2.28999996185303,491,6,127,"baseball",10692,0,0,0,1,NA,NA,NA,NA,NA,25.8655796051025
"366",8901,1070,69,2.25999999046326,420,1,0,2.72569990158081,305.600006103516,0.813560009002686,2.40000009536743,491,6,127,"baseball",10692,1,0,0,1,0.110000133514404,14,-0.282900094985962,73.1000061035156,1,25.8655796051025
"367",8808,1090,0,0,517,1,1,2.38579988479614,1509.19995117188,0.946430027484894,2.24000000953674,524,6,308,"soccer",10784,0,0,0,1,NA,NA,NA,NA,NA,58.7786254882812
"368",8901,1090,15,2,517,0,0,2.79410004615784,1549.59997558594,0.946430027484894,2.84999990463257,524,6,308,"soccer",10784,1,0,0,1,0.609999895095825,15,0.408300161361694,40.4000244140625,-1,58.7786254882812
"369",8808,890,95,2.0699999332428,675,0,0,2.71840000152588,128.669998168945,0.745100021362305,1.83000004291534,200,6,88,"tennis",11061,0,0,0,1,NA,NA,NA,NA,NA,44
"370",8901,890,113,2.02999997138977,675,1,0,3.07529997825623,72.6699981689453,0.745100021362305,2.13000011444092,200,6,88,"tennis",11061,1,0,0,1,0.300000071525574,18,0.356899976730347,-56,1,44
"371",8808,630,103,2.10999989509583,317,1,0,2.52999997138977,183.25,0.615379989147186,1.75,167,6,87,"football",11323,0,0,0,1,NA,NA,NA,NA,NA,52.0958099365234
"372",8901,630,115,2.0699999332428,317,0,0,2.54229998588562,56.25,0.615379989147186,1.75,167,6,87,"football",11323,1,0,0,1,0,12,0.0123000144958496,-127,-1,52.0958099365234
"373",8808,1010,0,0,565,1,1,2.51180005073547,955.75,0.980390012264252,1.75,91,6,60,"football",11532,0,0,0,1,NA,NA,NA,NA,NA,65.9340667724609
"374",8901,1010,12,1.75,565,0,0,2.76749992370605,1076.5,0.980390012264252,1.53999996185303,91,6,60,"football",11532,1,0,0,1,-0.210000038146973,12,0.255699872970581,120.75,-1,65.9340667724609
"375",8808,520,113,2.04999995231628,317,1,0,2.76740002632141,43.75,0.625,1.25,343,2,160,"football",11799,0,0,1,0,NA,NA,NA,NA,NA,46.6472320556641
"376",8901,520,125,1.97000002861023,317,0,0,3.07690000534058,13,0.625,0,343,2,160,"football",11799,1,0,1,0,-1.25,12,0.309499979019165,-30.75,-1,46.6472320556641
"377",8808,740,0,0,665,1,1,2.39499998092651,1358.59997558594,1.3125,1.24000000953674,232,6,63,"bball",11831,0,1,0,1,NA,NA,NA,NA,NA,27.1551723480225
"378",8901,740,15,1.12999999523163,665,1,0,2.80599999427795,1205.5,1.3125,2.19000005722046,232,6,63,"bball",11831,1,1,0,1,0.950000047683716,15,0.41100001335144,-153.099975585938,0,27.1551723480225
"379",8808,760,0,0,317,1,1,2.97129988670349,687.710021972656,1,2.41000008583069,510,2,441,"football",11883,0,0,1,0,NA,NA,NA,NA,NA,86.470588684082
"380",8901,760,15,2.59999990463257,317,0,0,2.76729989051819,728.330017089844,1,0.930000007152557,510,2,441,"football",11883,1,0,1,0,-1.48000001907349,15,-0.203999996185303,40.6199951171875,-1,86.470588684082
"381",8808,920,64,2.84999990463257,538,1,0,2.9261999130249,546.330017089844,1.19047999382019,3.28999996185303,492,6,106,"swim",11978,0,1,0,1,NA,NA,NA,NA,NA,21.5447158813477
"382",8901,920,81,2.95000004768372,531,1,0,2.62899994850159,387.329986572266,1.19047999382019,2.82999992370605,492,6,106,"swim",11978,1,1,0,1,-0.460000038146973,17,-0.297199964523315,-159.000030517578,0,21.5447158813477
"383",8808,980,59,2.26999998092651,531,0,0,2.89369988441467,522.200012207031,0.884620010852814,2.79999995231628,260,6,86,"baseball",11998,0,0,0,1,NA,NA,NA,NA,NA,33.0769233703613
"384",8901,980,74,2.36999988555908,531,1,0,2.67639994621277,1026,0.884620010852814,0.75,260,6,86,"baseball",11998,1,0,0,1,-2.04999995231628,15,-0.217299938201904,503.799987792969,1,33.0769233703613
"385",8808,880,0,0,505,1,1,2.66140007972717,1211.56994628906,0.759999990463257,3.04999995231628,177,6,12,"football",12005,0,0,0,1,NA,NA,NA,NA,NA,6.77966117858887
"386",8901,880,17,3.04999995231628,505,0,0,2.6849000453949,1364.67004394531,0.759999990463257,3.25,177,6,12,"football",12005,1,0,0,1,0.200000047683716,17,0.0234999656677246,153.10009765625,-1,6.77966117858887
"387",8808,960,78,3.01999998092651,550,1,0,3.35220003128052,14.8299999237061,0.600000023841858,3.0699999332428,265,6,42,"swim",12234,0,0,0,1,NA,NA,NA,NA,NA,15.8490562438965
"388",8901,960,92,3.02999997138977,550,1,0,3.06559991836548,144.5,0.600000023841858,2.78999996185303,265,6,42,"swim",12234,1,0,0,1,-0.279999971389771,14,-0.286600112915039,129.669998168945,0,15.8490562438965
"389",8808,920,0,0,402,1,1,2.47309994697571,1137.25,0.803919970989227,2,345,6,30,"track",12265,0,1,0,1,NA,NA,NA,NA,NA,8.69565200805664
"390",8901,920,14,2,402,1,0,2.47919988632202,1326.80004882812,0.803919970989227,1.42999994754791,345,6,30,"track",12265,1,1,0,1,-0.570000052452087,14,0.00609993934631348,189.550048828125,0,8.69565200805664
"391",8808,820,92,2.47000002861023,531,1,0,2.7046000957489,499.75,0.744679987430573,2.25,175,6,64,"football",12422,0,0,0,1,NA,NA,NA,NA,NA,36.5714302062988
"392",8901,820,104,2.45000004768372,531,0,0,2.44190001487732,564.25,0.744679987430573,1.75,175,6,64,"football",12422,1,0,0,1,-0.5,12,-0.262700080871582,64.5,-1,36.5714302062988
"393",8808,920,90,2.83999991416931,531,0,0,2.76209998130798,391.600006103516,0.735849976539612,2.79999995231628,474,6,244,"golf",12607,0,0,0,1,NA,NA,NA,NA,NA,51.4767913818359
"394",8901,920,105,2.82999992370605,531,1,0,3.02349996566772,261.670013427734,0.735849976539612,3.32999992370605,474,6,244,"golf",12607,1,0,0,1,0.529999971389771,15,0.261399984359741,-129.929992675781,1,51.4767913818359
"395",8808,900,79,2.24000000953674,538,0,0,2.62739992141724,844,0.875,1.80999994277954,199,6,52,"baseball",12659,0,0,0,1,NA,NA,NA,NA,NA,26.1306533813477
"396",8901,900,95,2.16000008583069,538,1,0,2.74819993972778,459.829986572266,0.875,1.66999995708466,199,6,52,"baseball",12659,1,0,0,1,-0.139999985694885,16,0.120800018310547,-384.170013427734,1,26.1306533813477
"397",8808,500,109,2.07999992370605,317,1,0,2.75009989738464,333,0.666670024394989,1.5,475,2,145,"football",12725,0,0,1,0,NA,NA,NA,NA,NA,30.5263156890869
"398",8901,500,121,2.01999998092651,317,0,0,2.78900003433228,126.199996948242,0.666670024394989,1.60000002384186,475,2,145,"football",12725,1,0,1,0,0.100000023841858,12,0.0389001369476318,-206.800003051758,-1,30.5263156890869
"399",8808,710,1,4,517,1,0,2.28640007972717,1030.40002441406,0.868420004844666,1.71000003814697,254,2,85,"football",12753,0,0,1,0,NA,NA,NA,NA,NA,33.4645652770996
"400",8901,710,16,1.80999994277954,517,0,0,2.78369998931885,1266.85998535156,0.868420004844666,2.34999990463257,254,2,85,"football",12753,1,0,1,0,0.639999866485596,15,0.497299909591675,236.4599609375,-1,33.4645652770996
"401",8808,910,1,4,565,1,0,3.05299997329712,859.400024414062,0.71697998046875,2.75,241,6,93,"football",12761,0,0,0,1,NA,NA,NA,NA,NA,38.5892105102539
"402",8901,910,13,2.83999991416931,565,0,0,2.46370005607605,1061,0.71697998046875,2.13000011444092,241,6,93,"football",12761,1,0,0,1,-0.619999885559082,12,-0.589299917221069,201.599975585938,-1,38.5892105102539
"403",8808,830,43,1.72000002861023,960,1,0,2.82010006904602,714.799987792969,0.930230021476746,2.20000004768372,195,6,71,"football",12850,0,0,0,1,NA,NA,NA,NA,NA,36.4102554321289
"404",8901,830,58,1.8400000333786,960,0,0,2.79410004615784,785.5,0.930230021476746,1.75,195,6,71,"football",12850,1,0,0,1,-0.450000047683716,15,-0.0260000228881836,70.7000122070312,-1,36.4102554321289
"405",8808,970,82,2.20000004768372,532,0,0,3.17120003700256,568.599975585938,0.901960015296936,2.71000003814697,184,2,27,"baseball",12933,0,0,1,0,NA,NA,NA,NA,NA,14.6739130020142
"406",8901,970,96,2.27999997138977,532,1,0,2.9047999382019,486,0.901960015296936,2,184,2,27,"baseball",12933,1,0,1,0,-0.710000038146973,14,-0.266400098800659,-82.5999755859375,1,14.6739130020142
"407",8808,760,1,4,601,1,0,3.03520011901855,509.670013427734,0.80952000617981,1.42999994754791,165,2,86,"football",12935,0,0,1,0,NA,NA,NA,NA,NA,52.1212120056152
"408",8901,760,16,1.75,601,0,0,2.73429989814758,811.200012207031,0.80952000617981,2.23000001907349,165,2,86,"football",12935,1,0,1,0,0.800000071525574,15,-0.300900220870972,301.529998779297,-1,52.1212120056152
"409",8808,960,33,2.02999997138977,505,1,0,2.60380005836487,1266.59997558594,0.745450019836426,1,170,6,27,"football",12943,0,0,0,1,NA,NA,NA,NA,NA,15.8823528289795
"410",8901,960,46,1.73000001907349,505,0,0,2.91249990463257,760,0.745450019836426,3.38000011444092,170,6,27,"football",12943,1,0,0,1,2.38000011444092,13,0.3086998462677,-506.599975585938,-1,15.8823528289795
"411",8808,860,54,3.5,531,0,0,2.69539999961853,645.799987792969,0.720000028610229,3.20000004768372,413,6,31,"baseball",12949,0,0,0,1,NA,NA,NA,NA,NA,7.50605344772339
"412",8901,860,69,3.4300000667572,531,1,0,2.95210003852844,431.670013427734,0.720000028610229,3.63000011444092,413,6,31,"baseball",12949,1,0,0,1,0.430000066757202,15,0.256700038909912,-214.129974365234,1,7.50605344772339
"413",8808,1060,0,0,402,0,1,2.54250001907349,1516.80004882812,0.927269995212555,3.0699999332428,657,6,141,"tennis",13116,0,0,0,1,NA,NA,NA,NA,NA,21.4611873626709
"414",8901,1060,15,3.05999994277954,402,1,0,2.86989998817444,1125.75,0.927269995212555,3.07999992370605,657,6,141,"tennis",13116,1,0,0,1,0.00999999046325684,15,0.327399969100952,-391.050048828125,1,21.4611873626709
"415",8808,1170,31,3.57999992370605,665,1,0,2.93899989128113,958.599975585938,0.918030023574829,3.20000004768372,178,6,25,"swim",13161,0,1,0,1,NA,NA,NA,NA,NA,14.0449438095093
"416",8901,1170,46,3.45000004768372,660,1,0,2.80369997024536,528.799987792969,0.918030023574829,3,178,6,25,"swim",13161,1,1,0,1,-0.200000047683716,15,-0.135299921035767,-429.799987792969,0,14.0449438095093
"417",8808,1140,0,0,216,1,1,2.78550004959106,668.599975585938,0.628570020198822,3.0699999332428,348,6,32,"swim",13212,0,0,0,1,NA,NA,NA,NA,NA,9.19540214538574
