"","mnthborn","yearborn","age","electric","radio","tv","bicycle","educ","ceb","agefbrth","children","knowmeth","usemeth","monthfm","yearfm","agefm","idlnchld","heduc","agesq","urban","urb_educ","spirit","protest","catholic","frsthalf","educ0","evermarr","educ7"
"2299",8,43,45,0,0,0,0,0,3,25,3,1,1,NA,NA,NA,3,NA,2025,0,0,0,1,0,0,1,0,0
"2300",3,50,38,0,0,0,0,0,7,19,7,1,0,NA,NA,NA,5,NA,1444,0,0,0,1,0,1,1,0,0
"2301",8,70,18,0,0,0,0,7,0,NA,0,1,1,NA,NA,NA,5,NA,324,0,0,0,1,0,0,0,0,1
"2302",6,43,45,0,0,0,0,0,5,23,5,0,0,NA,NA,NA,4,NA,2025,0,0,0,1,0,1,1,0,0
"2303",6,67,21,0,0,0,0,0,0,NA,0,1,1,NA,NA,NA,4,NA,441,0,0,1,0,0,1,1,0,0
"2304",10,65,22,0,1,0,0,12,0,NA,0,1,1,NA,NA,NA,2,NA,484,0,0,0,0,1,0,0,0,1
"2305",6,65,23,0,1,0,0,15,0,NA,0,1,1,NA,NA,NA,3,NA,529,0,0,0,1,0,1,0,0,1
"2306",7,53,35,0,1,0,0,0,6,20,6,1,1,12,72,19,7,NA,1225,0,0,1,0,0,0,1,1,0
"2307",6,53,35,0,0,0,0,0,3,19,2,1,1,6,82,29,3,NA,1225,0,0,0,1,0,1,1,1,0
"2308",8,45,43,0,0,0,0,0,6,14,6,1,0,6,59,13,10,NA,1849,0,0,0,0,1,0,1,1,0
"2309",6,55,33,0,0,0,0,0,3,24,3,1,1,3,73,17,6,NA,1089,0,0,1,0,0,1,1,1,0
"2310",7,66,22,0,0,0,0,4,1,22,1,1,0,NA,NA,NA,6,NA,484,0,0,1,0,0,0,0,0,0
"2311",4,69,19,0,1,0,0,7,0,NA,0,1,1,NA,NA,NA,12,NA,361,0,0,1,0,0,1,0,0,1
"2312",12,64,23,0,1,0,0,9,0,NA,0,1,0,10,80,15,20,7,529,0,0,0,0,1,0,0,1,1
"2313",12,54,33,0,1,0,0,7,4,19,4,1,1,8,81,26,6,5,1089,0,0,0,1,0,0,0,1,1
"2314",3,68,20,0,0,0,1,8,2,18,2,1,0,12,85,17,5,0,400,0,0,1,0,0,1,0,1,1
"2315",6,42,46,0,0,0,0,0,3,35,3,1,1,12,76,34,6,0,2116,0,0,0,1,0,1,1,1,0
"2316",6,49,39,0,0,0,0,0,6,18,6,1,0,3,66,16,6,0,1521,0,0,1,0,0,1,1,1,0
"2317",6,58,30,0,1,0,0,5,5,16,5,1,0,7,72,14,8,7,900,0,0,1,0,0,1,0,1,0
"2318",6,48,40,0,1,0,0,3,10,19,8,1,1,10,66,18,10,7,1600,0,0,0,0,1,1,0,1,0
"2319",4,64,24,0,0,0,0,6,3,17,3,1,1,3,78,13,4,0,576,0,0,1,0,0,1,0,1,0
"2320",3,63,25,0,0,0,0,7,2,19,2,1,1,NA,NA,NA,5,NA,625,0,0,1,0,0,1,0,0,1
"2321",3,60,28,0,0,0,0,5,5,18,4,1,1,6,80,20,4,0,784,0,0,0,1,0,1,0,1,0
"2322",3,70,18,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,3,NA,324,0,0,0,1,0,1,0,0,1
"2323",1,54,34,0,0,0,0,3,7,17,7,1,1,1,71,17,4,0,1156,0,0,1,0,0,1,0,1,0
"2324",7,71,17,0,0,0,0,7,0,NA,0,0,0,NA,NA,NA,4,NA,289,0,0,1,0,0,0,0,0,1
"2325",9,73,15,0,1,0,1,3,0,NA,0,0,0,NA,NA,NA,NA,NA,225,0,0,1,0,0,0,0,0,0
"2326",9,60,28,0,1,0,1,7,2,19,2,1,1,1,79,18,6,0,784,0,0,1,0,0,0,0,1,1
"2327",12,43,44,0,0,0,0,1,6,24,5,1,1,1,69,25,4,0,1936,0,0,1,0,0,0,0,1,0
"2328",6,62,26,0,1,0,1,4,3,18,3,1,0,8,85,23,4,NA,676,0,0,1,0,0,1,0,1,0
"2329",1,66,22,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,5,NA,484,0,0,1,0,0,1,0,0,1
"2330",8,69,19,0,1,0,0,7,1,17,1,1,0,NA,NA,NA,3,NA,361,0,0,1,0,0,0,0,0,1
"2331",2,49,39,0,0,0,1,4,8,19,8,1,1,7,77,28,4,0,1521,0,0,1,0,0,1,0,1,0
"2332",6,71,17,0,0,0,1,9,0,NA,0,1,1,NA,NA,NA,5,NA,289,0,0,1,0,0,1,0,0,1
"2333",8,73,15,0,0,0,1,6,0,NA,0,1,0,NA,NA,NA,2,NA,225,0,0,0,1,0,0,0,0,0
"2334",8,51,37,0,1,0,0,0,3,19,2,1,0,NA,NA,NA,4,NA,1369,0,0,0,1,0,0,1,0,0
"2335",9,69,19,0,0,0,0,8,2,16,2,1,1,NA,NA,NA,2,NA,361,0,0,0,1,0,0,0,0,1
"2336",11,48,39,0,1,0,0,4,5,18,5,1,0,7,67,18,3,0,1521,0,0,1,0,0,0,0,1,0
"2337",6,67,21,0,1,0,0,5,0,NA,0,1,0,NA,NA,NA,2,NA,441,0,0,1,0,0,1,0,0,0
"2338",8,71,17,0,1,0,0,6,0,NA,0,1,0,NA,NA,NA,5,NA,289,0,0,1,0,0,0,0,0,0
"2339",4,41,47,0,0,0,0,3,3,29,3,1,0,4,80,39,5,0,2209,0,0,1,0,0,1,0,1,0
"2340",9,52,36,0,0,0,0,0,7,16,7,1,1,1,70,17,7,7,1296,0,0,1,0,0,0,1,1,0
"2341",3,68,20,0,1,0,1,0,2,15,2,1,0,1,80,11,10,0,400,0,0,1,0,0,1,1,1,0
"2342",1,67,21,0,0,0,1,7,1,21,1,1,1,10,86,19,6,0,441,0,0,1,0,0,1,0,1,1
"2343",2,66,22,0,0,0,1,3,1,20,1,1,1,NA,NA,NA,4,NA,484,0,0,0,0,0,1,0,0,0
"2344",2,52,36,0,1,0,1,7,1,27,1,1,1,NA,NA,NA,6,NA,1296,0,0,0,1,0,1,0,0,1
"2345",3,53,35,0,1,1,1,7,3,23,3,1,1,10,73,20,5,0,1225,0,0,0,1,0,1,0,1,1
"2346",8,58,30,0,0,0,1,0,4,16,4,1,1,10,78,20,4,0,900,0,0,0,1,0,0,1,1,0
"2347",5,63,25,0,0,0,1,2,4,16,4,1,0,2,82,18,2,0,625,0,0,1,0,0,1,0,1,0
"2348",5,53,35,0,0,0,0,1,5,21,5,1,1,10,83,30,7,0,1225,0,0,0,0,0,1,0,1,0
"2349",8,63,25,0,0,0,0,7,3,17,3,1,1,9,81,18,4,3,625,0,0,0,1,0,0,0,1,1
"2350",4,63,25,0,1,0,1,10,2,19,2,1,1,NA,NA,NA,4,NA,625,0,0,0,0,1,1,0,0,1
"2351",5,69,19,0,1,0,1,10,0,NA,0,1,0,NA,NA,NA,5,NA,361,0,0,0,0,1,1,0,0,1
"2352",7,58,30,1,1,1,0,7,4,19,4,1,0,1,76,17,6,0,900,0,0,0,0,1,0,0,1,1
"2353",2,58,30,0,1,0,0,0,6,16,6,0,0,7,75,17,2,0,900,0,0,1,0,0,1,1,1,0
"2354",2,39,49,0,1,0,1,0,8,22,8,NA,NA,3,60,21,4,0,2401,0,0,0,1,0,1,1,1,0
"2355",1,66,22,0,1,1,0,10,1,17,1,1,1,NA,NA,NA,4,NA,484,0,0,0,1,0,1,0,0,1
"2356",8,57,31,0,1,0,0,10,2,23,2,1,1,NA,NA,NA,4,NA,961,0,0,0,0,1,0,0,0,1
"2357",2,40,48,0,1,0,0,0,10,18,10,0,0,4,56,16,4,0,2304,0,0,0,1,0,1,1,1,0
"2358",9,69,19,0,1,0,0,10,0,NA,0,1,1,NA,NA,NA,2,NA,361,0,0,0,1,0,0,0,0,1
"2359",4,51,37,0,1,0,0,0,6,25,6,0,0,NA,NA,NA,1,NA,1369,0,0,0,0,1,1,1,0,0
"2360",3,42,46,0,1,0,0,0,1,33,1,0,0,2,70,27,6,0,2116,0,0,0,0,1,1,1,1,0
"2361",5,47,41,0,1,0,0,0,3,28,3,0,0,9,75,28,10,0,1681,0,0,0,0,1,1,1,1,0
"2362",6,59,29,0,1,0,0,0,5,18,5,1,1,9,76,17,5,0,841,0,0,0,0,1,1,1,1,0
"2363",6,41,47,0,1,0,1,4,9,19,9,1,1,12,60,19,9,4,2209,0,0,0,1,0,1,0,1,0
"2364",8,64,24,0,1,0,0,5,2,15,2,1,1,NA,NA,NA,7,NA,576,0,0,1,0,0,0,0,0,0
"2365",9,67,21,0,1,0,0,7,2,16,1,1,0,3,83,15,7,0,441,0,0,0,0,1,0,0,1,1
"2366",8,68,20,0,1,0,0,7,1,18,1,1,1,NA,NA,NA,6,NA,400,0,0,0,0,1,0,0,0,1
"2367",8,59,29,0,1,0,1,10,4,21,2,1,1,6,78,18,6,12,841,0,0,0,0,1,0,0,1,1
"2368",2,50,38,0,1,0,1,5,6,20,4,1,1,11,69,19,6,2,1444,0,0,0,0,1,1,0,1,0
"2369",1,58,30,0,1,0,0,10,1,29,1,1,1,NA,NA,NA,6,NA,900,0,0,0,0,1,1,0,0,1
"2370",3,67,21,0,1,0,1,10,1,19,1,1,1,NA,NA,NA,4,NA,441,0,0,1,0,0,1,0,0,1
"2371",10,71,16,0,1,0,1,10,0,NA,0,1,0,NA,NA,NA,5,NA,256,0,0,1,0,0,0,0,0,1
"2372",7,73,15,0,1,0,1,9,0,NA,0,1,0,NA,NA,NA,4,NA,225,0,0,1,0,0,0,0,0,1
"2373",9,54,34,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,4,NA,1156,0,0,1,0,0,0,0,0,1
"2374",2,61,27,0,1,0,1,7,2,22,2,1,1,NA,NA,NA,5,NA,729,0,0,0,0,1,1,0,0,1
"2375",1,55,33,0,1,0,0,7,4,22,4,1,NA,1,74,19,5,0,1089,0,0,0,0,1,1,0,1,1
"2376",9,59,29,0,0,0,0,7,2,17,2,1,NA,1,75,15,5,0,841,0,0,0,0,1,0,0,1,1
"2377",2,52,36,0,0,0,0,0,7,18,7,1,1,1,69,16,7,0,1296,0,0,0,0,1,1,1,1,0
"2378",1,39,49,0,0,0,1,0,9,18,9,1,NA,1,55,16,6,0,2401,0,0,0,0,1,1,1,1,0
"2379",9,70,18,0,0,0,1,10,0,NA,0,1,NA,NA,NA,NA,2,NA,324,0,0,0,0,1,0,0,0,1
"2380",4,54,34,0,1,0,1,1,3,17,3,1,1,7,77,23,4,7,1156,0,0,1,0,0,1,0,1,0
"2381",2,70,18,0,1,0,1,10,0,NA,0,1,1,NA,NA,NA,2,NA,324,0,0,0,0,1,1,0,0,1
"2382",1,54,34,0,0,0,0,0,5,18,5,1,NA,1,78,24,6,0,1156,0,0,1,0,0,1,1,1,0
"2383",3,72,16,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,5,NA,256,0,0,0,0,1,1,0,0,0
"2384",8,65,23,0,0,0,1,7,1,20,1,1,1,NA,NA,NA,4,NA,529,1,7,0,1,0,0,0,0,1
"2385",6,51,37,0,0,0,0,0,3,21,3,1,NA,6,70,19,5,0,1369,1,0,0,0,1,1,1,1,0
"2386",1,62,26,0,1,0,1,7,1,23,1,1,1,NA,NA,NA,4,NA,676,1,7,0,0,0,1,0,0,1
"2387",3,40,48,0,0,0,0,6,8,23,7,1,1,10,64,24,4,3,2304,1,6,0,0,0,1,0,1,0
"2388",8,72,16,0,0,0,0,8,0,NA,0,1,1,NA,NA,NA,4,NA,256,1,8,0,1,0,0,0,0,1
"2389",12,60,27,0,0,0,0,0,3,17,3,1,1,NA,NA,NA,4,NA,729,1,0,1,0,0,0,1,0,0
"2390",4,66,22,0,1,0,0,7,1,16,1,1,1,NA,NA,NA,4,NA,484,1,7,1,0,0,1,0,0,1
"2391",5,65,23,0,1,1,0,10,1,21,1,1,1,NA,NA,NA,2,NA,529,1,10,0,0,0,1,0,0,1
"2392",1,66,22,0,1,0,0,10,0,NA,0,1,1,NA,NA,NA,12,NA,484,1,10,0,1,0,1,0,0,1
"2393",5,68,20,0,0,0,0,7,1,18,1,1,0,NA,NA,NA,1,NA,400,1,7,0,1,0,1,0,0,1
"2394",9,66,21,0,0,0,0,10,1,20,1,1,1,NA,NA,NA,1,NA,441,1,10,0,0,1,0,0,0,1
"2395",6,58,30,0,1,0,1,9,1,22,1,1,1,NA,NA,NA,1,NA,900,1,9,0,1,0,1,0,0,1
"2396",2,66,22,0,1,0,1,7,0,NA,0,1,1,NA,NA,NA,2,NA,484,1,7,0,1,0,1,0,0,1
"2397",9,54,33,0,1,0,0,8,2,21,2,1,1,NA,NA,NA,6,NA,1089,1,8,0,1,0,0,0,0,1
"2398",6,64,24,0,1,0,0,0,1,16,1,1,0,6,88,24,20,12,576,1,0,1,0,0,1,1,1,0
"2399",3,46,42,0,0,0,0,0,5,22,5,1,0,4,69,23,5,0,1764,1,0,1,0,0,1,1,1,0
"2400",6,48,40,0,1,0,0,0,10,17,7,1,1,10,60,12,4,NA,1600,1,0,0,0,1,1,1,1,0
"2401",6,45,43,0,1,0,0,0,5,20,5,1,1,4,84,38,7,7,1849,1,0,0,1,0,1,1,1,0
"2402",7,68,20,0,1,0,0,9,1,18,1,1,1,NA,NA,NA,3,NA,400,1,9,0,1,0,0,0,0,1
"2403",11,62,25,0,1,0,0,7,1,20,1,1,1,NA,NA,NA,3,NA,625,1,7,0,0,0,0,0,0,1
"2404",6,54,34,0,1,0,0,4,3,20,3,1,1,6,74,20,5,0,1156,1,4,0,0,1,1,0,1,0
"2405",10,59,28,0,1,0,1,10,2,18,2,1,1,NA,NA,NA,4,NA,784,1,10,1,0,0,0,0,0,1
"2406",4,56,32,0,0,0,0,7,3,16,3,1,1,NA,NA,NA,4,NA,1024,1,7,0,0,0,1,0,0,1
"2407",2,60,28,0,0,0,0,1,2,19,2,1,1,NA,NA,NA,2,NA,784,1,1,1,0,0,1,0,0,0
"2408",8,63,25,0,0,0,0,9,2,17,1,1,1,NA,NA,NA,4,NA,625,1,9,0,0,0,0,0,0,1
"2409",9,67,20,0,1,0,0,10,1,18,1,1,1,NA,NA,NA,2,NA,400,1,10,0,0,0,0,0,0,1
"2410",9,65,22,0,0,0,0,7,0,NA,0,1,1,NA,NA,NA,4,NA,484,1,7,0,0,1,0,0,0,1
"2411",1,53,35,0,1,0,0,0,4,21,4,1,0,NA,NA,NA,4,NA,1225,1,0,0,1,0,1,1,0,0
"2412",6,58,30,0,1,0,1,5,2,19,2,1,1,NA,NA,NA,2,NA,900,1,5,0,0,1,1,0,0,0
"2413",6,62,26,0,1,0,1,6,2,21,2,1,1,7,84,22,2,NA,676,1,6,0,0,1,1,0,1,0
"2414",3,69,19,0,1,0,1,7,0,NA,0,1,0,7,87,18,2,7,361,1,7,0,1,0,1,0,1,1
"2415",9,67,20,0,1,0,1,7,1,18,1,1,1,7,84,16,1,7,400,1,7,0,0,0,0,0,1,1
"2416",1,51,37,0,1,0,1,0,4,19,4,1,1,NA,NA,NA,2,NA,1369,1,0,1,0,0,1,1,0,0
"2417",6,69,19,0,1,0,0,7,0,NA,0,1,0,8,87,18,6,7,361,1,7,0,1,0,1,0,1,1
"2418",11,66,21,0,1,0,1,10,1,19,1,1,1,NA,NA,NA,2,NA,441,1,10,0,1,0,0,0,0,1
"2419",10,55,32,0,1,0,0,7,4,20,4,1,1,NA,NA,NA,4,NA,1024,1,7,1,0,0,0,0,0,1
"2420",3,60,28,0,1,0,0,10,2,17,2,1,1,NA,NA,NA,4,NA,784,1,10,1,0,0,1,0,0,1
"2421",11,63,24,0,1,0,0,10,1,20,1,1,1,NA,NA,NA,1,NA,576,1,10,1,0,0,0,0,0,1
"2422",5,66,22,0,1,0,0,9,0,NA,0,1,1,NA,NA,NA,3,NA,484,1,9,1,0,0,1,0,0,1
"2423",6,71,17,0,1,0,0,10,0,NA,0,1,1,NA,NA,NA,2,NA,289,1,10,0,0,1,1,0,0,1
"2424",10,54,33,0,1,0,0,7,2,20,2,1,1,NA,NA,NA,2,NA,1089,1,7,0,1,0,0,0,0,1
"2425",4,62,26,0,1,0,0,7,1,20,1,1,1,NA,NA,NA,6,NA,676,1,7,1,0,0,1,0,0,1
"2426",5,69,19,0,1,0,0,10,1,18,1,1,0,NA,NA,NA,2,NA,361,1,10,0,0,0,1,0,0,1
"2427",10,71,16,0,1,0,0,8,0,NA,0,1,0,NA,NA,NA,2,NA,256,1,8,0,1,0,0,0,0,1
"2428",9,63,24,0,1,0,0,10,1,18,1,1,1,NA,NA,NA,4,NA,576,1,10,1,0,0,0,0,0,1
"2429",1,58,30,0,1,0,1,7,2,23,2,1,1,NA,NA,NA,2,NA,900,1,7,0,1,0,1,0,0,1
"2430",6,70,18,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,324,1,7,1,0,0,1,0,0,1
"2431",2,68,20,0,1,0,1,10,0,NA,0,1,1,NA,NA,NA,4,NA,400,1,10,0,0,1,1,0,0,1
"2432",5,70,18,0,1,0,1,10,0,NA,0,1,0,NA,NA,NA,5,NA,324,1,10,0,0,1,1,0,0,1
"2433",6,62,26,0,1,0,0,10,2,18,2,1,1,5,79,16,5,10,676,1,10,1,0,0,1,0,1,1
"2434",9,56,31,0,1,0,1,10,2,22,2,1,1,NA,NA,NA,3,NA,961,1,10,0,0,0,0,0,0,1
"2435",6,62,26,0,1,0,1,7,2,15,2,1,0,NA,NA,NA,3,NA,676,1,7,0,0,0,1,0,0,1
"2436",7,54,34,0,1,1,1,10,3,21,3,1,1,5,78,23,2,4,1156,1,10,0,0,0,0,0,1,1
"2437",10,71,16,1,1,0,0,11,0,NA,0,1,0,NA,NA,NA,2,NA,256,1,11,0,1,0,0,0,0,1
"2438",8,47,41,1,1,0,0,10,8,22,7,1,1,8,75,28,NA,6,1681,1,10,0,1,0,0,0,1,1
"2439",1,39,49,0,1,0,0,4,1,17,1,1,0,7,66,27,5,6,2401,1,4,0,1,0,1,0,1,0
"2440",12,66,21,0,1,0,1,7,2,17,1,1,1,NA,NA,NA,4,NA,441,1,7,0,0,0,0,0,0,1
"2441",7,62,26,0,1,0,0,12,1,23,1,1,1,NA,NA,NA,2,NA,676,1,12,1,0,0,0,0,0,1
"2442",1,66,22,0,1,0,0,10,2,19,2,1,1,NA,NA,NA,2,NA,484,1,10,0,1,0,1,0,0,1
"2443",5,67,21,0,1,0,0,10,1,19,1,1,1,NA,NA,NA,4,NA,441,1,10,0,0,0,1,0,0,1
"2444",8,65,23,0,1,0,1,10,1,20,1,1,1,NA,NA,NA,4,NA,529,1,10,1,0,0,0,0,0,1
"2445",8,68,20,0,1,0,1,10,0,NA,0,1,1,NA,NA,NA,3,NA,400,1,10,1,0,0,0,0,0,1
"2446",6,70,18,0,1,0,1,10,0,NA,0,1,1,NA,NA,NA,3,NA,324,1,10,1,0,0,1,0,0,1
"2447",3,51,37,0,1,0,0,7,3,21,3,1,1,5,69,18,4,10,1369,1,7,0,0,1,1,0,1,1
"2448",1,72,16,0,1,1,1,9,0,NA,0,0,0,NA,NA,NA,0,NA,256,1,9,0,0,1,1,0,0,1
"2449",2,54,34,0,0,0,0,0,4,17,4,1,1,NA,NA,NA,4,NA,1156,1,0,0,0,0,1,1,0,0
"2450",7,69,19,0,0,0,0,5,0,NA,0,1,0,NA,NA,NA,2,NA,361,1,5,0,0,0,0,0,0,0
"2451",12,70,17,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,2,NA,289,1,10,0,0,1,0,0,0,1
"2452",10,70,17,0,1,0,0,7,0,NA,0,1,NA,NA,NA,NA,3,NA,289,1,7,1,0,0,0,0,0,1
"2453",7,51,37,0,1,0,0,0,4,20,3,1,1,11,72,21,NA,0,1369,1,0,0,0,0,0,1,1,0
"2454",2,69,19,0,1,0,0,11,0,NA,0,1,1,NA,NA,NA,5,NA,361,1,11,0,1,0,1,0,0,1
"2455",12,71,16,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,4,NA,256,1,9,0,1,0,0,0,0,1
"2456",9,49,38,0,1,0,0,7,2,19,2,1,1,NA,NA,NA,4,NA,1444,1,7,0,1,0,0,0,0,1
"2457",9,57,31,1,1,1,0,14,2,22,2,1,NA,5,78,20,2,13,961,0,0,0,0,0,0,0,1,1
"2458",2,64,24,1,1,1,0,17,0,NA,0,1,1,NA,NA,NA,4,NA,576,0,0,1,0,0,1,0,0,1
"2459",6,62,26,1,1,1,0,17,0,NA,0,1,0,NA,NA,NA,2,NA,676,0,0,0,0,1,1,0,0,1
"2460",4,65,23,1,1,1,0,17,0,NA,0,1,0,NA,NA,NA,1,NA,529,0,0,0,0,0,1,0,0,1
"2461",9,58,30,1,1,1,0,17,1,25,1,1,1,12,86,28,3,15,900,0,0,0,1,0,0,0,1,1
"2462",7,49,39,1,1,1,0,17,2,26,2,1,1,4,65,15,4,17,1521,0,0,0,1,0,0,0,1,1
"2463",4,62,26,1,1,1,0,17,1,24,0,1,1,NA,NA,NA,3,NA,676,0,0,1,0,0,1,0,0,1
"2464",11,65,22,1,1,0,1,15,0,NA,0,1,1,9,88,22,3,17,484,0,0,1,0,0,0,0,1,1
"2465",3,68,20,1,1,0,0,10,0,NA,0,1,1,NA,NA,NA,4,NA,400,0,0,0,1,0,1,0,0,1
"2466",12,65,22,1,0,1,0,10,0,NA,0,1,0,NA,NA,NA,2,NA,484,0,0,1,0,0,0,0,0,1
"2467",6,56,32,0,1,0,0,10,3,19,3,1,1,11,73,17,4,5,1024,0,0,0,1,0,1,0,1,1
"2468",3,56,32,0,0,0,0,0,1,18,1,1,1,11,79,23,6,0,1024,0,0,0,1,0,1,1,1,0
"2469",3,60,28,0,0,0,0,0,4,20,4,1,1,NA,NA,NA,4,NA,784,0,0,0,1,0,1,1,0,0
"2470",3,48,40,0,1,0,0,5,2,18,2,1,1,11,78,30,6,6,1600,0,0,0,1,0,1,0,1,0
"2471",1,44,44,0,0,0,0,2,1,20,1,1,0,NA,NA,NA,4,NA,1936,0,0,1,0,0,1,0,0,0
"2472",10,73,15,0,1,0,0,8,0,NA,0,1,0,NA,NA,NA,4,NA,225,0,0,0,1,0,0,0,0,1
"2473",5,71,17,0,0,0,0,8,1,15,1,1,1,NA,NA,NA,4,NA,289,0,0,0,0,1,1,0,0,1
"2474",10,71,17,0,0,0,0,6,0,NA,0,1,0,NA,NA,NA,2,NA,289,0,0,0,0,1,0,0,0,0
"2475",12,51,36,0,1,0,0,0,3,20,2,1,NA,NA,NA,NA,4,NA,1296,0,0,1,0,0,0,1,0,0
"2476",2,42,46,0,1,0,0,0,11,18,10,1,NA,1,60,17,10,0,2116,0,0,1,0,0,1,1,1,0
"2477",6,65,23,0,1,0,0,5,1,21,1,1,1,NA,NA,NA,8,NA,529,0,0,1,0,0,1,0,0,0
"2478",4,63,25,0,1,0,0,7,2,19,2,1,1,NA,NA,NA,6,NA,625,0,0,1,0,0,1,0,0,1
"2479",4,71,17,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,6,NA,289,0,0,1,0,0,1,0,0,1
"2480",6,64,24,0,1,0,0,4,3,18,3,1,1,NA,NA,NA,4,NA,576,0,0,1,0,0,1,0,0,0
"2481",6,70,18,0,1,0,0,7,0,NA,0,1,1,NA,NA,NA,4,NA,324,0,0,0,0,1,1,0,0,1
"2482",3,65,23,0,1,0,0,7,1,19,1,1,1,NA,NA,NA,5,NA,529,0,0,0,0,1,1,0,0,1
"2483",3,67,21,1,0,0,0,7,1,17,1,1,1,NA,NA,NA,4,NA,441,0,0,0,0,1,1,0,0,1
"2484",6,39,49,0,1,0,0,5,9,24,8,1,1,12,62,23,8,0,2401,0,0,0,0,1,1,0,1,0
"2485",10,68,20,0,1,0,0,7,1,19,1,1,1,NA,NA,NA,1,NA,400,0,0,0,1,0,0,0,0,1
"2486",3,58,30,0,0,0,0,4,4,16,3,1,1,NA,NA,NA,4,NA,900,0,0,0,1,0,1,0,0,0
"2487",3,44,44,0,1,0,0,2,10,19,10,1,1,1,62,17,6,0,1936,0,0,0,0,1,1,0,1,0
"2488",7,69,19,0,1,0,0,7,0,NA,0,1,1,NA,NA,NA,4,NA,361,0,0,0,0,1,0,0,0,1
"2489",11,67,20,0,1,0,1,7,2,18,2,1,1,NA,NA,NA,3,NA,400,0,0,0,0,1,0,0,0,1
"2490",7,48,40,1,0,0,0,2,0,NA,0,1,0,NA,NA,NA,5,NA,1600,0,0,1,0,0,0,0,0,0
"2491",2,43,45,0,1,0,0,3,6,17,4,1,0,12,61,18,10,12,2025,0,0,1,0,0,1,0,1,0
"2492",6,47,41,0,1,0,1,2,6,20,6,1,1,5,69,21,6,2,1681,0,0,0,0,1,1,0,1,0
"2493",9,67,21,0,1,0,1,7,2,18,1,1,1,NA,NA,NA,4,NA,441,0,0,0,0,1,0,0,0,1
"2494",6,40,48,0,1,0,0,12,2,28,2,1,1,NA,NA,NA,6,NA,2304,0,0,0,0,1,1,0,0,1
"2495",5,47,41,0,0,0,0,7,2,20,2,1,1,1,67,19,7,7,1681,0,0,1,0,0,1,0,1,1
"2496",8,68,20,0,1,0,0,10,1,19,1,1,1,NA,NA,NA,4,NA,400,0,0,0,0,1,0,0,0,1
"2497",2,46,42,0,1,0,0,2,4,16,3,1,NA,2,82,36,5,0,1764,0,0,1,0,0,1,0,1,0
"2498",7,68,20,0,1,0,0,10,0,NA,0,1,1,NA,NA,NA,5,NA,400,0,0,0,0,1,0,0,0,1
"2499",2,62,26,0,0,0,0,0,3,14,3,1,1,1,75,12,7,0,676,0,0,0,0,1,1,1,1,0
"2500",9,69,19,0,1,0,0,6,3,14,2,1,1,NA,NA,NA,4,NA,361,0,0,0,0,1,0,0,0,0
"2501",1,47,41,0,0,0,0,0,3,21,3,1,1,NA,NA,NA,4,NA,1681,0,0,0,0,0,1,1,0,0
"2502",9,61,26,0,1,0,0,7,1,21,1,1,1,NA,NA,NA,6,NA,676,0,0,1,0,0,0,0,0,1
"2503",3,67,21,0,1,0,1,7,1,18,1,1,1,NA,NA,NA,4,NA,441,0,0,1,0,0,1,0,0,1
"2504",8,56,32,0,0,0,0,0,1,29,1,1,0,4,76,19,8,0,1024,0,0,1,0,0,0,1,1,0
"2505",7,60,28,1,1,0,0,10,0,NA,0,1,1,12,79,19,3,10,784,0,0,0,0,1,0,0,1,1
"2506",11,41,46,1,1,0,1,15,2,21,2,1,1,11,62,21,2,18,2116,0,0,0,0,0,0,0,1,1
"2507",7,65,23,1,1,0,0,17,0,NA,0,1,1,NA,NA,NA,2,NA,529,0,0,0,1,0,0,0,0,1
"2508",6,47,41,1,1,1,1,15,1,25,1,1,1,1,69,21,1,16,1681,0,0,0,0,0,1,0,1,1
"2509",9,51,36,1,1,1,1,15,4,20,4,1,1,2,72,20,4,16,1296,0,0,0,1,0,0,0,1,1
"2510",3,59,29,1,1,1,1,16,1,27,1,1,1,8,85,26,4,18,841,0,0,0,0,1,1,0,1,1
"2511",11,71,16,1,1,1,1,10,0,NA,0,1,0,NA,NA,NA,3,NA,256,0,0,0,0,1,0,0,0,1
"2512",2,59,29,0,1,0,1,0,8,16,7,1,1,3,74,15,6,0,841,0,0,1,0,0,1,1,1,0
"2513",5,56,32,0,1,0,0,9,5,19,5,1,1,5,75,19,3,0,1024,0,0,0,1,0,1,0,1,1
"2514",10,54,33,0,0,0,0,0,3,20,3,1,NA,9,72,17,8,0,1089,0,0,1,0,0,0,1,1,0
"2515",12,53,34,0,1,0,1,0,5,16,4,1,1,12,75,22,5,0,1156,0,0,0,0,1,0,1,1,0
"2516",3,73,15,0,1,0,1,6,0,NA,0,0,0,NA,NA,NA,4,NA,225,0,0,0,0,1,1,0,0,0
"2517",6,49,39,0,1,0,0,7,10,19,9,1,1,2,70,20,5,0,1521,0,0,1,0,0,1,0,1,1
